#Position (bp)	Coverage
2.551162955E8	0.0
2.553351855E8	0.0
2.555540755E8	0.0
2.557729655E8	0.0
2.559918555E8	0.0
2.562107455E8	0.0
2.564296355E8	0.0
2.566485255E8	0.0
2.568674155E8	0.0
2.570863055E8	0.0
2.573051955E8	0.0
2.575240855E8	0.0
2.577429755E8	0.0
2.579618655E8	0.0
2.581807555E8	0.0
2.583996455E8	0.0
2.586185355E8	0.0
2.588374255E8	0.0
2.590563155E8	0.0
2.592752055E8	0.0
2.594940955E8	0.0
2.597129855E8	0.0
2.599318755E8	0.0
2.601507655E8	0.0
2.603696555E8	0.0
2.605885455E8	0.0
2.608074355E8	0.0
2.610263255E8	0.0
2.612452155E8	0.0
2.614641055E8	0.0
2.616829955E8	0.0
2.619018855E8	0.0
2.621207755E8	0.0
2.623396655E8	0.0
2.625585555E8	0.0
2.627774455E8	0.0
2.629963355E8	0.0
2.632152255E8	0.0
2.634341155E8	0.0
2.636530055E8	0.0
2.638626135E8	0.0
2.639720585E8	0.0
2.640907855E8	0.0
2.643096755E8	0.0
2.645285655E8	0.0
2.647474555E8	0.0
2.649663455E8	0.0
2.651852355E8	0.0
2.654041255E8	0.0
2.656230155E8	0.0
2.658419055E8	0.0
2.660607955E8	0.0
2.662796855E8	0.0
2.664985755E8	0.0
2.667174655E8	0.0
2.669363555E8	0.0
2.671552455E8	0.0
2.673741355E8	0.0
2.675930255E8	0.0
2.678119155E8	0.0
2.680308055E8	0.0
2.682496955E8	0.0
2.684685855E8	0.0
2.686874755E8	0.0
2.689063655E8	0.0
2.691252555E8	0.0
2.693441455E8	0.0
2.695630355E8	0.0
2.697819255E8	0.0
2.700008155E8	0.0
2.702197055E8	0.0
2.704385955E8	0.0
2.706574855E8	0.0
2.708763755E8	0.0
2.710952655E8	0.0
2.713141555E8	0.0
2.715330455E8	0.0
2.717519355E8	0.0
2.719708255E8	0.0
2.721897155E8	0.0
2.724086055E8	0.0
2.726274955E8	0.0
2.728463855E8	0.0
2.730652755E8	0.0
2.732841655E8	0.0
2.735030555E8	0.0
2.737219455E8	0.0
2.739408355E8	0.0
2.741597255E8	0.0
2.743786155E8	0.0
2.745975055E8	0.0
2.748163955E8	0.0
2.750352855E8	0.0
2.752541755E8	0.0
2.754730655E8	0.0
2.756919555E8	0.0
2.759108455E8	0.0
2.761297355E8	0.0
2.763486255E8	0.0
2.765675155E8	0.0
2.767864055E8	0.0
2.770052955E8	0.0
2.772241855E8	0.0
2.774430755E8	0.0
2.776619655E8	0.0
2.778808555E8	0.0
2.780997455E8	0.0
2.783186355E8	0.0
2.785375255E8	0.0
2.787564155E8	0.0
2.789753055E8	0.0
2.791941955E8	0.0
2.794130855E8	0.0
2.796319755E8	0.0
2.798508655E8	0.0
2.800697555E8	0.0
2.802886455E8	0.0
2.805075355E8	0.0
2.807264255E8	0.0
2.809453155E8	0.0
2.811642055E8	0.0
2.813830955E8	0.0
2.816019855E8	0.0
2.818208755E8	0.0
2.820397655E8	0.0
2.822586555E8	0.0
2.824775455E8	0.0
2.826964355E8	0.0
2.829153255E8	0.0
2.831342155E8	0.0
2.833531055E8	0.0
2.835719955E8	0.0
2.837908855E8	0.0
2.840097755E8	0.0
2.842286655E8	0.0
2.844475555E8	0.0
2.846664455E8	0.0
2.848853355E8	0.0
2.851042255E8	0.0
2.853231155E8	0.0
2.855420055E8	0.0
2.857608955E8	0.0
2.859797855E8	0.0
2.861986755E8	0.0
2.864175655E8	0.0
2.866364555E8	0.0
2.868553455E8	0.0
2.870742355E8	0.0
2.872931255E8	0.0
2.875120155E8	0.0
2.877309055E8	0.0
2.879497955E8	0.0
2.881686855E8	0.0
2.883875755E8	0.0
2.886064655E8	0.0
2.888253555E8	0.0
2.890442455E8	0.0
2.892631355E8	0.0
2.894820255E8	0.0
2.897009155E8	0.0
2.899198055E8	0.0
2.901386955E8	0.0
2.903575855E8	0.0
2.905764755E8	0.0
2.907953655E8	0.0
2.910142555E8	0.0
2.912331455E8	0.0
2.914520355E8	0.0
2.916709255E8	0.0
2.918898155E8	0.0
2.921087055E8	0.0
2.923275955E8	0.0
2.925464855E8	0.0
2.927653755E8	0.0
2.929842655E8	0.0
2.932031555E8	0.0
2.934220455E8	0.0
2.936409355E8	0.0
2.938598255E8	0.0
2.940787155E8	0.0
2.942976055E8	0.0
2.945164955E8	0.0
2.947353855E8	0.0
2.949542755E8	0.0
2.951731655E8	0.0
2.953920555E8	0.0
2.956109455E8	0.0
2.958298355E8	0.0
2.960487255E8	0.0
2.962676155E8	0.0
2.964865055E8	0.0
2.967053955E8	0.0
2.969242855E8	0.0
2.971431755E8	0.0
2.973620655E8	0.0
2.975809555E8	0.0
2.977998455E8	0.0
2.980187355E8	0.0
2.982376255E8	0.0
2.984565155E8	0.0
2.986754055E8	0.0
2.988942955E8	0.0
2.991131855E8	0.0
2.993320755E8	0.0
2.995509655E8	0.0
2.997698555E8	0.0
2.999887455E8	0.0
3.002076355E8	0.0
3.004265255E8	0.0
3.006454155E8	0.0
3.008643055E8	0.0
3.010831955E8	0.0
3.013020855E8	0.0
3.015209755E8	0.0
3.017398655E8	0.0
3.019587555E8	0.0
3.021776455E8	0.0
3.023965355E8	0.0
3.026154255E8	0.0
3.028343155E8	0.0
3.030532055E8	0.0
3.032720955E8	0.0
3.034909855E8	0.0
3.037098755E8	0.0
3.039287655E8	0.0
3.041476555E8	0.0
3.043665455E8	0.0
3.045854355E8	0.0
3.048043255E8	0.0
3.050232155E8	0.0
3.052421055E8	0.0
3.054609955E8	0.0
3.056798855E8	0.0
3.058987755E8	0.0
3.061176655E8	0.0
3.063365555E8	0.0
3.065554455E8	0.0
3.067743355E8	0.0
3.069932255E8	0.0
3.072121155E8	0.0
3.074310055E8	0.0
3.076498955E8	0.0
3.078687855E8	0.0
3.080876755E8	0.0
3.083065655E8	0.0
3.085254555E8	0.0
3.087443455E8	0.0
3.089632355E8	0.0
3.091821255E8	0.0
3.094010155E8	0.0
3.096199055E8	0.0
3.098387955E8	0.0
3.100576855E8	0.0
3.102765755E8	0.0
3.104954655E8	0.0
3.107143555E8	0.0
3.109332455E8	0.0
3.111521355E8	0.0
3.113710255E8	0.0
3.115899155E8	0.0
3.118088055E8	0.0
3.120276955E8	0.0
3.122465855E8	0.0
3.124654755E8	0.0
3.126843655E8	0.0
3.129032555E8	0.0
3.131221455E8	0.0
3.133410355E8	0.0
3.135599255E8	0.0
3.137788155E8	0.0
3.139977055E8	0.0
3.142165955E8	0.0
3.144354855E8	0.0
3.146543755E8	0.0
3.148732655E8	0.0
3.150921555E8	0.0
3.153110455E8	0.0
3.155299355E8	0.0
3.157488255E8	0.0
3.159677155E8	0.0
3.161866055E8	0.0
3.164054955E8	0.0
3.166243855E8	0.0
3.168432755E8	0.0
3.170621655E8	0.0
3.172810555E8	0.0
3.174999455E8	0.0
3.177188355E8	0.0
3.179377255E8	0.0
3.181566155E8	0.0
3.183755055E8	0.0
3.185943955E8	0.0
3.188132855E8	0.0
3.190321755E8	0.0
3.192510655E8	0.0
3.194699555E8	0.0
3.196888455E8	0.0
3.199077355E8	0.0
3.201266255E8	0.0
3.203455155E8	0.0
3.205644055E8	0.0
3.207832955E8	0.0
3.210021855E8	0.0
3.212210755E8	0.0
3.214399655E8	0.0
3.216588555E8	0.0
3.218777455E8	0.0
3.220966355E8	0.0
3.223155255E8	0.0
3.225344155E8	0.0
3.227533055E8	0.0
3.229721955E8	0.0
3.231910855E8	0.0
3.234099755E8	0.0
3.236288655E8	0.0
3.238477555E8	0.0
3.240666455E8	0.0
3.242855355E8	0.0
3.245044255E8	0.0
3.247233155E8	0.0
3.249422055E8	0.0
3.251610955E8	0.0
3.253799855E8	0.0
3.255988755E8	0.0
3.258177655E8	0.0
3.260366555E8	0.0
3.262555455E8	0.0
3.264744355E8	0.0
3.266933255E8	0.0
3.269122155E8	0.0
3.271311055E8	0.0
3.273499955E8	0.0
3.275688855E8	0.0
3.277877755E8	0.0
3.280066655E8	0.0
3.282255555E8	0.0
3.284444455E8	0.0
3.286633355E8	0.0
3.288822255E8	0.0
3.291011155E8	0.0
3.293200055E8	0.0
3.295388955E8	0.0
3.297577855E8	0.0
3.299766755E8	0.0
3.301021235E8	0.0
3.302115685E8	0.0
3.304144555E8	0.0
3.306333455E8	0.0
3.308522355E8	0.0
3.310711255E8	0.0
3.312900155E8	0.0
3.315089055E8	0.0
3.317277955E8	0.0
3.319466855E8	0.0
3.321655755E8	0.0
3.323844655E8	0.0
3.326033555E8	0.0
3.328222455E8	0.0
3.330411355E8	0.0
3.332600255E8	0.0
3.334789155E8	0.0
3.336978055E8	0.0
3.339166955E8	0.0
3.341355855E8	0.0
3.343544755E8	8.406048700260405E-4
3.345733655E8	0.0
3.347922555E8	0.0
3.350111455E8	0.0
3.352300355E8	0.0
3.354489255E8	0.0
3.356678155E8	0.0
3.358867055E8	0.0
3.361055955E8	0.0
3.363244855E8	0.0
3.365433755E8	0.0
3.367622655E8	0.0
3.369811555E8	0.0
3.372000455E8	0.0
3.374189355E8	0.0
3.376378255E8	0.0
3.378567155E8	0.0
3.380756055E8	0.0
3.382944955E8	0.0
3.385133855E8	0.0
3.387322755E8	0.0
3.389511655E8	0.0
3.391700555E8	0.0
3.393889455E8	0.0
3.396078355E8	0.0
3.398267255E8	0.0
3.400456155E8	0.0
3.402645055E8	0.0
3.404833955E8	0.0
3.407022855E8	0.0
3.409211755E8	0.0
3.411400655E8	0.0
3.413589555E8	0.0
3.415778455E8	0.0
3.417967355E8	0.0
3.420156255E8	0.0
3.422345155E8	0.0
3.424534055E8	0.0
3.426722955E8	0.0
3.428911855E8	0.0
3.431100755E8	0.0
3.433289655E8	0.0
3.435478555E8	0.0
3.437667455E8	0.0
3.439856355E8	0.0
3.442045255E8	0.0
3.444234155E8	0.0
3.446423055E8	0.003385262003746174
3.448611955E8	0.0
3.450800855E8	0.0
3.452989755E8	0.0
3.455178655E8	0.0
3.457367555E8	0.0
3.459556455E8	0.0
3.461745355E8	0.0
3.463934255E8	0.0
3.466123155E8	0.0
3.468312055E8	0.0
3.470500955E8	0.0
3.472689855E8	0.0
3.474878755E8	0.0
3.477067655E8	0.0
3.479256555E8	0.0
3.481445455E8	0.0
3.483634355E8	0.0
3.485823255E8	0.0
3.488012155E8	0.0
3.490201055E8	0.0
3.492389955E8	0.0
3.494578855E8	0.04853122572981863
3.496767755E8	0.0
3.498956655E8	0.0
3.501145555E8	0.0
3.503334455E8	0.0
3.505523355E8	0.0
3.507712255E8	0.0
3.509901155E8	0.0
3.512090055E8	0.0
3.514278955E8	0.0
3.516467855E8	0.0
3.518656755E8	0.0
3.520845655E8	0.0
3.523034555E8	0.0
3.525223455E8	0.0
3.527412355E8	0.0
3.529601255E8	0.0
3.531790155E8	0.0
3.533979055E8	0.0
3.536167955E8	0.0
3.538356855E8	0.0
3.540545755E8	0.0
3.542734655E8	0.0
3.544923555E8	0.0
3.547112455E8	0.0
3.549301355E8	0.0
3.551490255E8	0.0
3.553679155E8	0.0
3.555868055E8	0.0
3.558056955E8	0.0
3.560245855E8	0.0
3.562434755E8	0.0
3.564623655E8	0.0
3.566812555E8	0.0
3.569001455E8	0.0
3.571190355E8	0.0
3.573379255E8	0.0
3.575568155E8	0.0
3.577757055E8	0.0
3.579945955E8	0.0
3.582134855E8	0.0
3.584323755E8	0.0
3.586512655E8	0.0
3.588701555E8	0.0
3.590890455E8	0.0
3.593079355E8	0.0
3.595268255E8	0.0
3.597457155E8	0.0
3.599646055E8	0.0
3.601834955E8	0.0
3.604023855E8	0.0
3.606212755E8	0.0
3.608401655E8	0.0
3.610590555E8	0.0
3.612779455E8	0.0
3.614968355E8	0.0
3.617157255E8	0.0
3.619346155E8	0.0
3.621535055E8	0.0
3.623723955E8	0.0
3.625912855E8	0.0
3.628101755E8	0.0
3.630290655E8	0.0
3.632479555E8	0.0
3.634668455E8	0.0
3.636857355E8	0.0
3.639046255E8	0.0
3.641235155E8	0.0
3.643424055E8	0.0
3.645612955E8	0.0
3.647801855E8	0.0
3.649990755E8	0.0
3.652179655E8	0.0
3.654368555E8	0.0
3.656557455E8	0.0
3.658746355E8	0.010713143588103614
3.660935255E8	0.0
3.663124155E8	0.0
3.665313055E8	0.0
3.667501955E8	0.0
3.669690855E8	0.0
3.671879755E8	0.0
3.674068655E8	0.0
3.676257555E8	0.0
3.678446455E8	0.0
3.680635355E8	0.0
3.682824255E8	0.0
3.685013155E8	0.0
3.687202055E8	0.0
3.689390955E8	0.0
3.691579855E8	0.0
3.693768755E8	0.0
3.695957655E8	0.0
3.698146555E8	0.0
3.700335455E8	0.0
3.702524355E8	0.0
3.704713255E8	0.0
3.706902155E8	0.0
3.709091055E8	0.0
3.711279955E8	0.0
3.713468855E8	0.0
3.715657755E8	0.0
3.717846655E8	0.0
3.720035555E8	0.0
3.722224455E8	0.0
3.724413355E8	0.0
3.726602255E8	0.0
3.728791155E8	0.0
3.730980055E8	0.0
3.733168955E8	0.0
3.735357855E8	0.0
3.737546755E8	0.0
3.739735655E8	0.0
3.741924555E8	0.0
3.744113455E8	0.0
3.746302355E8	0.0
3.748491255E8	0.0
3.750680155E8	0.0
3.752869055E8	0.0
3.755057955E8	0.0
3.757246855E8	0.0
3.759435755E8	0.0
3.761624655E8	0.0
3.763813555E8	0.0
3.766002455E8	0.0
3.768191355E8	0.0
3.770380255E8	0.0
3.772569155E8	0.0
3.774758055E8	0.0
3.776946955E8	0.0
3.779135855E8	0.0
3.781324755E8	9.365434693224908E-4
3.783513655E8	0.0
3.785702555E8	0.0
3.787891455E8	0.0
3.790080355E8	0.0
3.792269255E8	0.0
3.794458155E8	0.0
3.796647055E8	0.0
3.798835955E8	0.0
3.801024855E8	0.0
3.803213755E8	0.0
3.805402655E8	0.0
3.807591555E8	0.0
3.809780455E8	0.0
3.811969355E8	0.0
3.814158255E8	0.0
3.816347155E8	0.0
3.818536055E8	0.0
3.820724955E8	0.0
3.822913855E8	0.0
3.825102755E8	0.0
3.827291655E8	0.0
3.829480555E8	0.0
3.831669455E8	0.0
3.833858355E8	0.0
3.836047255E8	0.0
3.838236155E8	0.0
3.840425055E8	0.0
3.842613955E8	0.0
3.844802855E8	0.0
3.846991755E8	0.0
3.849180655E8	0.0
3.851369555E8	0.0
3.853558455E8	0.0
3.855747355E8	0.0
3.857936255E8	0.0
3.860125155E8	0.0
3.862314055E8	0.0
3.864502955E8	0.0
3.866691855E8	0.0
3.868880755E8	0.0
3.871069655E8	0.0
3.873258555E8	0.0
3.875447455E8	0.0
3.877636355E8	0.0
3.879825255E8	0.0
3.882014155E8	0.0
3.884203055E8	0.0
3.886391955E8	0.0
3.888580855E8	0.0
3.890769755E8	0.0
3.892958655E8	0.0
3.895147555E8	0.0
3.897336455E8	0.0
3.899525355E8	0.0
3.901714255E8	0.0
3.903903155E8	0.0
3.906092055E8	0.0
3.908280955E8	0.0
3.910469855E8	0.0
3.912658755E8	0.0
3.914847655E8	0.0
3.917036555E8	0.0
3.919225455E8	0.0
3.921414355E8	0.0
3.923603255E8	0.0
3.925792155E8	0.0
3.927981055E8	0.0
3.930169955E8	0.0
3.932358855E8	0.0
3.934547755E8	0.0
3.936736655E8	0.0
3.938925555E8	0.0
3.941114455E8	0.0
3.943303355E8	0.0
3.945492255E8	0.0
3.947681155E8	0.0
3.949870055E8	0.0
3.952058955E8	0.0
3.954247855E8	0.0
3.956436755E8	0.0
3.958625655E8	0.0
3.960814555E8	0.0
3.963003455E8	0.0
3.965192355E8	0.0
3.967381255E8	0.0
3.969570155E8	0.0
3.971759055E8	0.0
3.973947955E8	0.0
3.976136855E8	0.0
3.978325755E8	0.0
3.980514655E8	0.0
3.982703555E8	0.0
3.984892455E8	0.0
3.987081355E8	0.0
3.989270255E8	0.0
3.991459155E8	0.0
3.993648055E8	0.0
3.995836955E8	0.0
3.998025855E8	0.0
4.000214755E8	0.0
4.002403655E8	0.0
4.004592555E8	0.0
4.006781455E8	0.0
4.008970355E8	0.0
4.011159255E8	0.0
4.013348155E8	0.0
4.015537055E8	0.0
4.017072945E8	0.0
4.018167395E8	0.0
4.019914855E8	0.0
4.022103755E8	0.0
4.024292655E8	0.0
4.026481555E8	0.0
4.028670455E8	0.0
4.030859355E8	0.0
4.033048255E8	0.0
4.035237155E8	0.0
4.037426055E8	0.0
4.039614955E8	0.0
4.041803855E8	0.0
4.043992755E8	0.0
4.046181655E8	0.0
4.048370555E8	0.0
4.050559455E8	0.0
4.052748355E8	0.0
4.054937255E8	0.0
4.057126155E8	0.0
4.059315055E8	0.0
4.061503955E8	0.0
4.063692855E8	0.0
4.065881755E8	0.0
4.068070655E8	0.0
4.070259555E8	0.0
4.072448455E8	0.0
4.074637355E8	0.0
4.076826255E8	0.0
4.079015155E8	0.0
4.081204055E8	0.0
4.083392955E8	0.0
4.085581855E8	0.0
4.087770755E8	0.0
4.089959655E8	0.0
4.092148555E8	0.0
4.094337455E8	0.0
4.096526355E8	0.0
4.098715255E8	0.0
4.100904155E8	0.0
4.103093055E8	0.0
4.105281955E8	0.0
4.107470855E8	0.0
4.109659755E8	0.0
4.111848655E8	0.0
4.114037555E8	0.0
4.116226455E8	0.0
4.118415355E8	0.0
4.120604255E8	0.0
4.122793155E8	0.0
4.124982055E8	0.0
4.127170955E8	0.0
4.129359855E8	0.0
4.131548755E8	0.0
4.133737655E8	0.0
4.135926555E8	0.0
4.138115455E8	0.0
4.140304355E8	0.0
4.142493255E8	0.0
4.144682155E8	0.0
4.146871055E8	0.0
4.149059955E8	0.0
4.151248855E8	0.0
4.153437755E8	0.0
4.155626655E8	0.0
4.157815555E8	0.0
4.160004455E8	0.0
4.162193355E8	0.0
4.164382255E8	0.0
4.166571155E8	0.0
4.168760055E8	0.0
4.170948955E8	0.0
4.173137855E8	0.0
4.175326755E8	0.0
4.177515655E8	0.0
4.179704555E8	0.0
4.181893455E8	0.0
4.184082355E8	0.0
4.186271255E8	0.0
4.188460155E8	0.0
4.190649055E8	0.0
4.192837955E8	0.0
4.195026855E8	0.0
4.197215755E8	0.0
4.199404655E8	0.0
4.201593555E8	0.0
4.203782455E8	0.0
4.205971355E8	0.0
4.208160255E8	0.0015944081502124354
4.210349155E8	0.0
4.212538055E8	0.0
4.214726955E8	0.0
4.216915855E8	0.0
4.219104755E8	0.0
4.221293655E8	0.0
4.223482555E8	0.0
4.225671455E8	0.0
4.227860355E8	0.0
4.230049255E8	0.0
4.232238155E8	0.0
4.234427055E8	0.0
4.236615955E8	0.0
4.238804855E8	0.0
4.240993755E8	0.0
4.243182655E8	0.0030106446160171776
4.245371555E8	0.0
4.247560455E8	0.0
4.249749355E8	0.0
4.251938255E8	0.0
4.254127155E8	0.0
4.256316055E8	0.0
4.258504955E8	0.0
4.260693855E8	0.0
4.262882755E8	0.0
4.265071655E8	0.0
4.267260555E8	0.0
4.269449455E8	0.0
4.271638355E8	0.0
4.273827255E8	0.0
4.276016155E8	0.0
4.278205055E8	0.0
4.280393955E8	0.002887294988350313
4.282582855E8	0.0
4.284771755E8	0.0
4.286960655E8	0.0
4.289149555E8	0.0
4.291338455E8	0.0
4.293527355E8	0.0
4.295716255E8	0.0
4.297905155E8	0.0
4.300094055E8	0.0
4.302282955E8	0.0
4.304471855E8	0.0
4.306660755E8	0.0
4.308849655E8	0.0
4.311038555E8	0.0
4.313227455E8	0.0
4.315416355E8	0.0
4.317605255E8	0.0
4.319794155E8	0.0
4.321983055E8	0.0
4.324171955E8	0.0
4.326360855E8	0.0
4.328549755E8	0.0
4.330738655E8	0.0
4.332927555E8	0.0
4.335116455E8	0.0
4.337305355E8	0.0
4.339494255E8	0.0
4.341683155E8	0.0
4.343872055E8	0.0
4.346060955E8	0.0
4.348249855E8	0.0
4.350438755E8	0.0
4.352627655E8	0.0
4.354816555E8	0.0
4.357005455E8	0.0
4.359194355E8	0.0
4.361383255E8	0.0
4.363572155E8	0.0
4.365761055E8	0.0
4.367949955E8	0.0
4.370138855E8	0.0
4.372327755E8	0.0
4.374516655E8	0.0
4.376705555E8	0.0
4.378894455E8	0.0
4.381083355E8	0.0
4.383272255E8	0.0
4.385461155E8	0.0
4.387650055E8	0.0
4.389838955E8	0.0
4.392027855E8	0.0
4.394216755E8	0.0
4.396405655E8	0.0
4.398594555E8	0.0
4.400783455E8	0.0
4.402972355E8	0.0
4.405161255E8	0.0
4.407350155E8	0.0
4.409539055E8	0.0
4.411727955E8	0.0
4.413916855E8	0.0
4.416105755E8	0.0
4.418294655E8	0.0
4.420483555E8	0.004774087441180502
4.422672455E8	0.0
4.424861355E8	0.0
4.427050255E8	0.0
4.429239155E8	0.0
4.431428055E8	0.0
4.43285221E8	0.0
4.43394666E8	0.0
4.435805855E8	0.0
4.437994755E8	0.0
4.440183655E8	0.0
4.442372555E8	0.0
4.444561455E8	0.0
4.446750355E8	0.0
4.448939255E8	0.0
4.451128155E8	0.0
4.453317055E8	0.0
4.455505955E8	0.0
4.457694855E8	0.0
4.459883755E8	0.0
4.462072655E8	0.0
4.464261555E8	0.0
4.466450455E8	0.0
4.468639355E8	0.0
4.470828255E8	0.0
4.473017155E8	0.0
4.475206055E8	0.0
4.477394955E8	0.0
4.479583855E8	0.0
4.481772755E8	0.0
4.483961655E8	0.0
4.486150555E8	0.0
4.488339455E8	0.0
4.490528355E8	0.0
4.492717255E8	0.0
4.494906155E8	0.0
4.497095055E8	0.0
4.499283955E8	0.0
4.501472855E8	0.0
4.503661755E8	0.0
4.505850655E8	0.0
4.508039555E8	0.0
4.510228455E8	0.0
4.512417355E8	0.0
4.514606255E8	0.0
4.516795155E8	0.0
4.518984055E8	0.0
4.521172955E8	0.0
4.523361855E8	0.0
4.525550755E8	0.0
4.527739655E8	0.0
4.529928555E8	0.0
4.532117455E8	0.0
4.534306355E8	0.0
4.536495255E8	0.0
4.538684155E8	0.0
4.540873055E8	0.0
4.543061955E8	0.0
4.545250855E8	0.0
4.547439755E8	0.0
4.549628655E8	0.0
4.551817555E8	0.0
4.554006455E8	0.0
4.556195355E8	0.0
4.558384255E8	0.0
4.560573155E8	0.0
4.562762055E8	0.0
4.564950955E8	0.0
4.567139855E8	0.0
4.569328755E8	0.0
4.571517655E8	0.0
4.573706555E8	0.0
4.575895455E8	0.0
4.578084355E8	0.0
4.580273255E8	0.0
4.582462155E8	0.0
4.584651055E8	0.0
4.586839955E8	0.0
4.589028855E8	0.0
4.591217755E8	0.0
4.593406655E8	0.0
4.595595555E8	0.0
4.597784455E8	0.0
4.599973355E8	0.0
4.602162255E8	0.0
4.604351155E8	0.0
4.606540055E8	0.0
4.608728955E8	0.0
4.610917855E8	0.0
4.613106755E8	0.0
4.615295655E8	0.0
4.617484555E8	0.0
4.619673455E8	0.0
4.621862355E8	0.0
4.624051255E8	0.0
4.626240155E8	0.0
4.628429055E8	0.0
4.630617955E8	0.0
4.632806855E8	0.0
4.634995755E8	0.0
4.637184655E8	0.0
4.639373555E8	0.0
4.641562455E8	0.0
4.643751355E8	0.0
4.645940255E8	0.0
4.648129155E8	0.0
4.650318055E8	0.0
4.652506955E8	0.0
4.654695855E8	0.0
4.656884755E8	0.0
4.659073655E8	0.0
4.661262555E8	0.0
4.663451455E8	0.0
4.665640355E8	0.0
4.667829255E8	0.0
4.670018155E8	0.0
4.672207055E8	0.0
4.674395955E8	0.0
4.676584855E8	0.0
4.678773755E8	0.0
4.680962655E8	0.0
4.683151555E8	0.0
4.685340455E8	0.0
4.687529355E8	0.0
4.689718255E8	0.0
4.691907155E8	0.0
4.694096055E8	0.0
4.696284955E8	0.0
4.698473855E8	0.0
4.700662755E8	0.0
4.702851655E8	0.0
4.705040555E8	0.0
4.707229455E8	0.0
4.709418355E8	0.0
4.711607255E8	0.0
4.713796155E8	0.0
4.715985055E8	0.0
4.718173955E8	0.0
4.720362855E8	0.0
4.722551755E8	0.0
4.724740655E8	0.0
4.726929555E8	0.0
4.729118455E8	0.0
4.731307355E8	0.0
4.733496255E8	0.0
4.735685155E8	0.0
4.737874055E8	0.0
4.740062955E8	0.0
4.742251855E8	0.0
4.744440755E8	0.0
4.746629655E8	0.0
4.748818555E8	0.0
4.751007455E8	0.0
4.753196355E8	0.0
4.755385255E8	0.0
4.757574155E8	0.0
4.759763055E8	0.0
4.761951955E8	0.0
4.764140855E8	0.0
4.766329755E8	0.0
4.768518655E8	0.0
4.770707555E8	0.0
4.772896455E8	0.0
4.775085355E8	0.0
4.777274255E8	0.0
4.779463155E8	0.0
4.781652055E8	0.0
4.783840955E8	0.0
4.786029855E8	0.0
4.788218755E8	0.0
4.790407655E8	0.0
4.792596555E8	0.0
4.794785455E8	0.0
4.796974355E8	0.0
4.799163255E8	0.0
4.801352155E8	0.0
4.803541055E8	0.0
4.80526603E8	0.0
4.80636048E8	0.0
4.807918855E8	0.0
4.810107755E8	0.0
4.812296655E8	0.0
4.814485555E8	0.0
4.816674455E8	0.0
4.818863355E8	0.0
4.821052255E8	0.0
4.823241155E8	0.0
4.825430055E8	0.0
4.827618955E8	0.0
4.829807855E8	0.0
4.831996755E8	0.0
4.834185655E8	0.0
4.836374555E8	0.0
4.838563455E8	0.0
4.840752355E8	0.0
4.842941255E8	0.0
4.845130155E8	0.0
4.847319055E8	0.0
4.849507955E8	0.0
4.851696855E8	0.0
4.853885755E8	0.0
4.856074655E8	0.0
4.858263555E8	0.0
4.860452455E8	0.0
4.862641355E8	0.0
4.864830255E8	0.0
4.867019155E8	0.0
4.869208055E8	0.0
4.871396955E8	0.0
4.873585855E8	0.0
4.875774755E8	0.0
4.877963655E8	0.0
4.880152555E8	0.0
4.882341455E8	0.0
4.884530355E8	0.0
4.886719255E8	0.0
4.888908155E8	0.0
4.891097055E8	0.0
4.893285955E8	0.0
4.895474855E8	0.0
4.897663755E8	0.0
4.899852655E8	0.0
4.902041555E8	0.0
4.904230455E8	0.0
4.906419355E8	0.0
4.908608255E8	0.0
4.910797155E8	0.0
4.912986055E8	0.0
4.915174955E8	0.0
4.917363855E8	0.0
4.919552755E8	0.0
4.921741655E8	0.0
4.923930555E8	0.0
4.926119455E8	0.0
4.928308355E8	0.0
4.930497255E8	0.0
4.932686155E8	0.0
4.934875055E8	0.0
4.937063955E8	0.0
4.939252855E8	0.0
4.941441755E8	0.0
4.943630655E8	0.0
4.945819555E8	0.0
4.948008455E8	0.0
4.950197355E8	0.0
4.952386255E8	0.0
4.954575155E8	0.0
4.956764055E8	0.0
4.958952955E8	0.0
4.961141855E8	0.0
4.963330755E8	0.0
4.965519655E8	0.0
4.967708555E8	0.0
4.969897455E8	0.0
4.972086355E8	0.0
4.974275255E8	0.0
4.976464155E8	0.0
4.978653055E8	0.0
4.980841955E8	0.0
4.983030855E8	0.0
4.985219755E8	0.0
4.987408655E8	0.0
4.989597555E8	0.0
4.991786455E8	0.0
4.993975355E8	0.0
4.996164255E8	0.0
4.998353155E8	0.0
5.000542055E8	0.0
5.002730955E8	0.0
5.004919855E8	0.0
5.007108755E8	0.0
5.009297655E8	0.0
5.011486555E8	0.0
5.013675455E8	0.0
5.015864355E8	0.0
5.018053255E8	0.0
5.020242155E8	0.0
5.022431055E8	0.0
5.024619955E8	0.0
5.026808855E8	0.0
5.028997755E8	0.0
5.031186655E8	0.0
5.033375555E8	0.0
5.035564455E8	0.0
5.037753355E8	0.0
5.039942255E8	0.0
5.042131155E8	0.0
5.044320055E8	0.0
5.046508955E8	0.0
5.048697855E8	0.0
5.050886755E8	0.0
5.053075655E8	0.0
5.055264555E8	0.0
5.057453455E8	0.0
5.059642355E8	0.0
5.061831255E8	0.0
5.064020155E8	0.0
5.066209055E8	0.0
5.068397955E8	0.0
5.070586855E8	0.0
5.072775755E8	0.0
5.074964655E8	0.0
5.077153555E8	0.0
5.079342455E8	0.0
